Batch Test Top 10 Simulation Parameters for Problem 2
Total Parameter Combinations:, 6480

Best Simulations (when averaged over 4 runs):
Rank (Sim #), Avg Convergence Epoch, Particles, Inertia, Cognition, Social, Maximum Velocity
, y,, 20.363616, 17.160119, 14.720366, 12.593504, 10.934560, 9.281044, 7.224356, 6.306317, 5.419602, 4.290691, 3.180480, 2.859540, 1.729652, 1.640987, 0.760340, 0.628089, 0.889608, 0.136465, 0.345557, 0.253904, 0.283541, 0.166854, 0.034955, 0.016283, 0.004095, 0.004590, 0.002448, 0.001479, 0.001284, 0.000830, 
4, x,, 25.615864, 22.645859, 19.638590, 17.026628, 14.042741, 11.824558, 9.837054, 8.108844, 5.938330, 4.692599, 3.683709, 2.441892, 2.268603, 1.616677, 2.296378, 2.162569, 1.523876, 1.418800, 1.667260, 1.891707, 1.481683, 0.771003, 0.881445, 0.588355, 0.183520, 0.157805, 0.084838, 0.038868, 0.029953, 0.013862, 0.006155, 0.003168, 0.001549, 0.000257, 
, y,, 19.612025, 16.867142, 14.463064, 12.245510, 9.771170, 8.225642, 6.747468, 5.373802, 3.996740, 2.906156, 2.273447, 1.438239, 1.026617, 0.459700, 0.757225, 0.581398, 0.273583, 0.314900, 0.488637, 0.412181, 0.254967, 0.191644, 0.064761, 0.041855, 0.021046, 0.019376, 0.010436, 0.007507, 0.005965, 0.005267, 0.001865, 0.000315, 0.000164, 0.000070, 
5, x,, 26.479469, 23.932771, 22.551317, 18.363919, 14.330984, 11.672897, 9.597775, 9.385822, 6.603781, 7.228840, 6.572060, 6.463247, 4.140247, 5.958344, 7.299640, 6.563332, 5.728593, 4.764328, 6.025338, 5.971944, 4.545733, 3.550326, 3.922705, 3.788767, 3.030514, 0.527760, 2.081798, 0.553954, 2.812675, 4.133050, 3.821953, 3.254323, 2.686692, 2.119063, 1.352448, 2.846164, 1.092399, 1.548315, 0.498333, 0.069297, 0.005076, 0.007516, 0.002877, 0.002031, 0.001608, 0.000407, 
, y,, 24.539794, 22.019567, 17.544101, 14.164579, 11.747100, 8.880910, 7.272548, 5.433627, 3.649214, 3.803581, 3.160515, 3.195382, 2.040355, 2.912068, 3.239166, 2.927163, 2.886993, 1.954696, 2.771968, 2.409570, 1.918413, 1.653993, 2.043393, 1.891377, 1.392775, 0.276176, 1.124906, 0.297122, 1.522937, 2.237877, 2.069431, 1.762083, 1.454734, 1.147386, 0.732295, 1.541082, 0.591490, 0.838350, 0.269827, 0.037522, 0.002749, 0.004070, 0.001558, 0.001100, 0.000871, 0.000221, 
6, x,, 25.264740, 21.604042, 18.840709, 16.171825, 13.138904, 10.172051, 8.417710, 6.555086, 4.676271, 3.725918, 2.675833, 1.931098, 1.170193, 0.792923, 0.513142, 0.201151, 0.161082, 0.078212, 0.068959, 0.040663, 0.033490, 0.022303, 0.015831, 0.007537, 0.005594, 0.002997, 0.001168, 0.001007, 0.000733, 
, y,, 21.808881, 18.432909, 15.066788, 12.583738, 9.990605, 7.448774, 5.958178, 4.435862, 3.019850, 2.457707, 1.525779, 1.041344, 0.620590, 0.388170, 0.254010, 0.107317, 0.091336, 0.041741, 0.031502, 0.022702, 0.013447, 0.014651, 0.008161, 0.004966, 0.002317, 0.001837, 0.000983, 0.000618, 0.000406, 
7, x,, 23.486287, 20.301327, 17.857643, 14.825682, 12.081180, 9.435298, 7.586648, 5.792077, 4.461423, 4.275538, 3.226991, 3.073488, 2.692603, 2.474800, 2.407896, 2.992019, 3.101846, 3.106342, 2.589192, 2.788336, 4.131435, 3.178763, 2.624587, 2.134490, 0.737599, 2.547924, 3.009778, 2.136558, 1.481482, 2.014327, 0.776833, 1.910830, 0.668724, 2.168096, 1.226877, 0.727542, 0.313562, 2.118815, 0.260489, 0.817702, 0.115230, 0.285782, 0.334982, 0.028567, 0.063903, 0.092686, 0.002799, 0.024290, 0.025683, 0.010533, 0.004304, 0.006658, 0.001473, 0.003479, 0.000263, 
, y,, 23.014450, 19.445158, 16.321760, 13.139478, 10.231607, 7.846454, 6.230284, 5.057153, 3.581986, 3.198813, 2.714845, 2.469043, 2.510976, 2.004373, 2.040194, 1.429662, 1.997045, 2.351371, 2.026934, 1.705684, 1.396357, 0.514235, 0.143353, 0.201429, 0.199315, 0.132757, 0.166707, 0.111234, 0.077633, 0.104170, 0.040668, 0.098680, 0.034603, 0.111944, 0.063340, 0.037562, 0.016188, 0.109386, 0.013448, 0.042215, 0.005949, 0.014754, 0.017294, 0.001475, 0.003299, 0.004785, 0.000145, 0.001254, 0.001326, 0.000544, 0.000222, 0.000344, 0.000076, 0.000180, 0.000014, 
8, x,, 31.628476, 21.644032, 18.162257, 15.405042, 13.231828, 10.798091, 8.594704, 6.820586, 5.714699, 4.370784, 3.228851, 3.073792, 2.052188, 2.204307, 1.972245, 2.195523, 1.785111, 1.614035, 2.147043, 1.691383, 1.423500, 0.642997, 0.499847, 0.723573, 0.692830, 1.032703, 1.006113, 0.980034, 0.743409, 0.530417, 0.967970, 0.489054, 0.765299, 0.503285, 0.575052, 0.609805, 0.792120, 0.743296, 0.260293, 0.166370, 0.612014, 0.209673, 0.878790, 0.781318, 0.676781, 0.033006, 0.035964, 0.028846, 0.033121, 0.001376, 0.003238, 0.002623, 0.000120, 
, y,, 21.315696, 18.383796, 14.880227, 12.234378, 9.749199, 7.181639, 5.288378, 3.830353, 2.984280, 2.328482, 1.772261, 1.465456, 1.057401, 0.844677, 0.609264, 0.773657, 0.585202, 0.640373, 0.785710, 1.020378, 0.873869, 0.460202, 0.354566, 0.521494, 0.499799, 0.745043, 0.725874, 0.707064, 0.536346, 0.382679, 0.698360, 0.352837, 0.552139, 0.363104, 0.414882, 0.439955, 0.571490, 0.536265, 0.187794, 0.120031, 0.441549, 0.151273, 0.634020, 0.563697, 0.488276, 0.023813, 0.025947, 0.020811, 0.023896, 0.000993, 0.002336, 0.001893, 0.000086, 
9, x,, 26.409646, 23.417923, 19.310400, 15.675128, 13.424291, 11.182277, 9.869958, 5.531186, 6.276524, 7.574278, 5.932024, 6.455713, 6.414218, 5.874595, 5.408059, 4.830809, 4.440228, 3.425024, 4.557510, 2.613259, 1.786445, 0.738110, 1.838859, 1.326491, 1.367736, 0.372922, 0.436267, 0.044297, 0.136443, 0.013100, 0.038827, 0.011946, 0.019572, 0.014437, 0.009303, 0.001379, 0.000954, 
, y,, 16.828602, 14.606244, 11.931446, 9.863608, 7.493842, 5.522256, 4.712802, 3.142609, 3.376978, 3.970003, 2.857603, 3.250702, 3.465060, 2.928859, 2.508128, 2.122802, 1.251522, 0.750939, 1.573963, 1.048219, 0.641968, 0.433694, 1.069679, 0.796263, 0.818831, 0.223877, 0.261569, 0.026479, 0.081906, 0.006810, 0.023330, 0.007105, 0.011761, 0.008672, 0.005590, 0.000825, 0.000573, 
10, x,, 22.666644, 16.270088, 11.537060, 8.900041, 7.679674, 4.958801, 3.381427, 3.288944, 2.129152, 2.388469, 2.179312, 1.501155, 0.768821, 1.103815, 1.127401, 1.022512, 0.949144, 0.967734, 0.651970, 0.325222, 0.738548, 0.496488, 0.494049, 0.918232, 0.562746, 0.339100, 0.437124, 0.456622, 0.935219, 1.391285, 1.094048, 0.565279, 0.451423, 0.365123, 1.022601, 0.466913, 0.864479, 0.483829, 0.220406, 0.243444, 0.943710, 1.539494, 0.696519, 0.420970, 0.384226, 0.709829, 0.323329, 0.164510, 0.961077, 0.219675, 0.668496, 0.244184, 0.065763, 0.041469, 0.044700, 0.015281, 0.008594, 0.012373, 0.004371, 0.003753, 0.002249, 0.001402, 0.000133, 
, y,, 22.496652, 16.119620, 11.260493, 7.548307, 6.113248, 3.879368, 3.226373, 2.336066, 1.692194, 1.994987, 1.655352, 1.403889, 0.897846, 1.064342, 1.141492, 1.088599, 0.734860, 1.073702, 1.073622, 0.332590, 0.498034, 0.597148, 0.426933, 0.401848, 0.246759, 0.143982, 0.180955, 0.189302, 0.386700, 0.575270, 0.452355, 0.233781, 0.186650, 0.150973, 0.422796, 0.193047, 0.357419, 0.200039, 0.091127, 0.100652, 0.390177, 0.636504, 0.287976, 0.174050, 0.158858, 0.293479, 0.133680, 0.068017, 0.397357, 0.090825, 0.276390, 0.100958, 0.027190, 0.017145, 0.018481, 0.006318, 0.003553, 0.005116, 0.001807, 0.001552, 0.000930, 0.000580, 0.000055, 
